ISO3,Provider,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,SpecialOffer_old,SpecialOffer_new
LKA,orange,14,20,new,,,21.99,,
LKA,orange,30,2,deleted,,7.99,,,
LKA,orange,30,5,deleted,,9.99,,,
LKA,orange,30,10,deleted,,15.99,,,
LKA,orange,30,20,changed,price,23.99,22.99,,
LKA,orange,30,50,changed,price,47.99,28.99,,
LKA,orange,30,100,new,,,59.99,,
LKA,orange,45,100,new,,,61.99,,
LKA,vodafone,7,2,changed,price,6.0,6.5,N,N
LKA,vodafone,7,4,new,,,7.5,,N
LKA,vodafone,15,3,changed,price,7.0,7.5,N,N
LKA,vodafone,15,6,new,,,8.5,,N
LKA,vodafone,30,5,changed,price,9.0,9.5,N,N
LKA,vodafone,30,10,new,,,11.0,,N
LSO,vodafone,7,1,changed,price,10.0,11.0,N,N
LSO,vodafone,7,2,new,,,12.0,,N
LSO,vodafone,15,5,changed,price,12.0,13.0,N,N
LSO,vodafone,15,10,new,,,14.5,,N
LSO,vodafone,30,10,changed,price,22.0,23.5,N,N
LSO,vodafone,30,15,changed,price,29.0,31.0,N,N
LSO,vodafone,30,20,new,,,26.0,,N
LSO,vodafone,30,30,new,,,34.0,,N
LTU,holafly,1,3,deleted,,3.9,,,
LTU,holafly,2,6,deleted,,7.8,,,
LTU,holafly,3,9,deleted,,11.7,,,
LTU,holafly,4,12,deleted,,15.6,,,
LTU,holafly,5,15,deleted,,19.5,,,
LTU,holafly,6,18,deleted,,23.4,,,
LTU,holafly,7,21,deleted,,27.3,,,
LTU,holafly,8,24,deleted,,31.2,,,
LTU,holafly,9,27,deleted,,34.9,,,
LTU,holafly,10,30,deleted,,36.9,,,
LTU,holafly,11,33,deleted,,39.9,,,
LTU,holafly,12,36,deleted,,43.9,,,
LTU,holafly,13,39,deleted,,45.9,,,
LTU,holafly,14,42,deleted,,47.9,,,
LTU,holafly,15,45,deleted,,50.9,,,
LTU,holafly,16,48,deleted,,52.9,,,
LTU,holafly,17,51,deleted,,54.9,,,
LTU,holafly,18,54,deleted,,56.9,,,
LTU,holafly,19,57,deleted,,59.9,,,
LTU,holafly,20,60,deleted,,61.9,,,
LTU,holafly,21,63,deleted,,63.9,,,
LTU,holafly,22,66,deleted,,64.9,,,
LTU,holafly,23,69,deleted,,65.9,,,
LTU,holafly,24,72,deleted,,66.9,,,
LTU,holafly,25,75,deleted,,68.9,,,
LTU,holafly,26,78,deleted,,69.9,,,
LTU,holafly,27,81,deleted,,70.9,,,
LTU,holafly,28,84,deleted,,71.9,,,
LTU,holafly,29,87,deleted,,72.9,,,
LTU,holafly,30,90,deleted,,74.9,,,
LTU,vodafone,7,5,changed,price,10.0,11.0,N,N
LTU,vodafone,7,10,new,,,12.0,,N
LTU,vodafone,15,10,changed,price,15.5,16.0,N,N
LTU,vodafone,15,20,new,,,18.0,,N
LTU,vodafone,30,20,changed,price,25.5,26.5,N,N
LTU,vodafone,30,40,new,,,29.5,,N
LTU,vodafone,30,50,changed,price,36.5,38.0,N,N
LTU,vodafone,30,100,new,,,42.5,,N
LUX,holafly,1,3,deleted,,3.9,,,
LUX,holafly,2,6,deleted,,7.8,,,
LUX,holafly,3,9,deleted,,11.7,,,
LUX,holafly,4,12,deleted,,15.6,,,
LUX,holafly,5,15,deleted,,19.5,,,
LUX,holafly,6,18,deleted,,23.4,,,
LUX,holafly,7,21,deleted,,27.3,,,
LUX,holafly,8,24,deleted,,31.2,,,
LUX,holafly,9,27,deleted,,34.9,,,
LUX,holafly,10,30,deleted,,36.9,,,
LUX,holafly,11,33,deleted,,39.9,,,
LUX,holafly,12,36,deleted,,43.9,,,
LUX,holafly,13,39,deleted,,45.9,,,
LUX,holafly,14,42,deleted,,47.9,,,
LUX,holafly,15,45,deleted,,50.9,,,
LUX,holafly,16,48,deleted,,52.9,,,
LUX,holafly,17,51,deleted,,54.9,,,
LUX,holafly,18,54,deleted,,56.9,,,
LUX,holafly,19,57,deleted,,59.9,,,
LUX,holafly,20,60,deleted,,61.9,,,
LUX,holafly,21,63,deleted,,63.9,,,
LUX,holafly,22,66,deleted,,64.9,,,
LUX,holafly,23,69,deleted,,65.9,,,
LUX,holafly,24,72,deleted,,66.9,,,
LUX,holafly,25,75,deleted,,68.9,,,
LUX,holafly,26,78,deleted,,69.9,,,
LUX,holafly,27,81,deleted,,70.9,,,
LUX,holafly,28,84,deleted,,71.9,,,
LUX,holafly,29,87,deleted,,72.9,,,
LUX,holafly,30,90,deleted,,74.9,,,
LUX,vodafone,7,5,changed,price,10.0,11.0,N,N
LUX,vodafone,7,10,new,,,12.0,,N
LUX,vodafone,15,20,new,,,16.5,,N
LUX,vodafone,30,20,changed,price,24.0,22.5,N,N
LUX,vodafone,30,40,new,,,25.0,,N
LUX,vodafone,30,50,changed,price,41.0,41.5,N,N
LUX,vodafone,30,100,new,,,46.0,,N
LVA,vodafone,7,5,changed,price,10.0,11.0,N,N
LVA,vodafone,7,10,new,,,12.0,,N
LVA,vodafone,15,10,changed,price,14.5,15.0,N,N
LVA,vodafone,15,20,new,,,16.5,,N
LVA,vodafone,30,20,changed,price,22.0,22.5,N,N
LVA,vodafone,30,40,new,,,25.0,,N
LVA,vodafone,30,50,changed,price,35.0,36.0,N,N
LVA,vodafone,30,100,new,,,40.0,,N
MAC,holafly,1,3,deleted,,3.9,,,
MAC,holafly,2,6,deleted,,7.8,,,
MAC,holafly,3,9,deleted,,11.7,,,
MAC,holafly,4,12,deleted,,15.6,,,
MAC,holafly,5,15,deleted,,19.5,,,
MAC,holafly,6,18,deleted,,23.4,,,
MAC,holafly,7,21,deleted,,27.3,,,
MAC,holafly,8,24,deleted,,31.2,,,
MAC,holafly,9,27,deleted,,34.9,,,
MAC,holafly,10,30,deleted,,36.9,,,
MAC,holafly,11,33,deleted,,39.9,,,
MAC,holafly,12,36,deleted,,43.9,,,
MAC,holafly,13,39,deleted,,45.9,,,
MAC,holafly,14,42,deleted,,47.9,,,
MAC,holafly,15,45,deleted,,50.9,,,
MAC,holafly,16,48,deleted,,52.9,,,
MAC,holafly,17,51,deleted,,53.9,,,
MAC,holafly,18,54,deleted,,56.9,,,
MAC,holafly,19,57,deleted,,59.9,,,
MAC,holafly,20,60,deleted,,61.9,,,
MAC,holafly,21,63,deleted,,63.9,,,
MAC,holafly,22,66,deleted,,64.9,,,
MAC,holafly,23,69,deleted,,65.9,,,
MAC,holafly,24,72,deleted,,66.9,,,
MAC,holafly,25,75,deleted,,67.9,,,
MAC,holafly,26,78,deleted,,69.9,,,
MAC,holafly,27,81,deleted,,70.9,,,
MAC,holafly,28,84,deleted,,71.9,,,
MAC,holafly,29,87,deleted,,72.9,,,
MAC,holafly,30,90,deleted,,74.9,,,
MAC,orange,7,1,new,,,4.99,,
MAC,orange,7,3,new,,,8.99,,
MAC,orange,7,5,new,,,10.99,,
MAC,orange,7,10,new,,,15.99,,
MAC,orange,14,10,new,,,16.99,,
MAC,orange,14,20,new,,,22.99,,
MAC,orange,30,2,deleted,,8.99,,,
MAC,orange,30,5,deleted,,25.99,,,
MAC,orange,30,50,changed,price,70.99,38.99,,
MAC,orange,30,100,new,,,75.99,,
MAC,orange,45,100,new,,,76.99,,
MAC,vodafone,15,3,changed,price,15.5,16.5,N,N
MAC,vodafone,30,5,changed,price,24.0,25.0,N,N
MAR,orange,7,1,new,,,7.99,,
MAR,orange,7,10,new,,,32.99,,
MAR,orange,30,100,changed,price+promo,67.99,95.99,30% OFF,
MAR,orange,45,100,new,,,92.99,,
MAR,vodafone,7,3,changed,price,13.0,14.0,N,N
MAR,vodafone,7,6,new,,,15.5,,N
MAR,vodafone,10,5,changed,price,19.0,20.5,N,N
MAR,vodafone,10,10,new,,,22.5,,N
MAR,vodafone,15,45,new,,,56.5,,N
MAR,vodafone,15,100,deleted,,48.0,,N,
MAR,vodafone,30,15,changed,price,28.0,29.5,N,N
MAR,vodafone,30,20,changed,price,34.0,36.0,N,N
MAR,vodafone,30,30,new,,,33.0,,N
MAR,vodafone,30,40,new,,,40.0,,N
MCO,orange,30,5,deleted,,22.99,,,
MDA,orange,7,1,new,,,4.99,,
MDA,orange,7,3,new,,,14.99,,
MDA,orange,7,5,new,,,17.99,,
MDA,orange,7,10,new,,,27.99,,
MDA,orange,14,10,new,,,29.99,,
MDA,orange,14,20,new,,,49.99,,
MDA,orange,30,2,deleted,,8.99,,,
MDA,orange,30,5,deleted,,11.99,,,
MDA,orange,30,50,new,,,65.99,,
MDA,orange,30,100,new,,,98.99,,
MDA,orange,45,100,new,,,100.99,,
MDA,vodafone,7,2,changed,price,10.5,9.5,N,N
MDA,vodafone,7,4,new,,,11.0,,N
MDA,vodafone,10,3,changed,price,10.0,11.0,N,N
MDA,vodafone,10,6,new,,,12.0,,N
MDA,vodafone,15,5,changed,price,13.0,14.0,N,N
MDA,vodafone,15,10,new,,,15.5,,N
MDA,vodafone,30,15,changed,price,27.0,28.5,N,N
MDA,vodafone,30,30,new,,,32.0,,N
MDV,vodafone,10,3,changed,price,28.0,28.5,N,N
MDV,vodafone,15,5,changed,price,44.0,42.5,N,N
MDV,vodafone,15,10,changed,price,68.0,69.5,N,N
MDV,vodafone,30,20,changed,price,110.5,122.0,N,N
MEX,airalo,3,9,changed,price,9.25,12.5,,
MEX,airalo,5,15,changed,price,13.32,18.0,,
MEX,airalo,7,3,deleted,,8.5,,,
MEX,airalo,7,5,changed,price,10.8,12.0,,
MEX,airalo,7,10,changed,price,15.3,17.0,,
MEX,airalo,7,21,changed,price,18.5,25.0,,
MEX,airalo,10,30,changed,price,23.68,32.0,,
MEX,airalo,15,5,changed,price,11.25,12.5,,
MEX,airalo,15,10,changed,price,15.75,17.5,,
MEX,airalo,15,20,changed,price,26.55,29.5,,
MEX,airalo,15,45,changed,price,29.6,40.0,,
MEX,airalo,30,5,changed,price,11.7,13.0,,
MEX,airalo,30,10,changed,price,16.65,18.5,,
MEX,airalo,30,20,changed,price,27.9,31.0,,
MEX,airalo,30,90,changed,price,43.66,59.0,,
MEX,airalo,40,120,new,,,60.0,,
MEX,orange,7,1,new,,,5.99,,
MEX,orange,7,2,deleted,,17.99,,,
MEX,orange,7,3,new,,,11.99,,
MEX,orange,7,5,changed,price,29.99,14.99,,
MEX,orange,7,10,new,,,21.99,,
MEX,orange,14,10,changed,price,47.99,23.99,,
MEX,orange,14,20,changed,price,24.99,25.99,30% OFF,30% OFF
MEX,orange,30,20,changed,price+promo,41.99,37.99,30% OFF,
MEX,orange,30,50,changed,price+promo,50.99,47.99,30% OFF,
MEX,orange,30,100,changed,price+promo,67.99,81.99,30% OFF,
MEX,orange,45,100,new,,,82.99,,
MEX,saily,5,15,changed,price,18.99,18.04,,
MEX,saily,10,30,changed,price,34.99,33.24,,
MEX,saily,15,45,changed,price,48.99,46.54,,
MEX,saily,20,60,changed,price,59.99,56.99,,
MEX,saily,25,75,changed,price,65.99,62.69,,
MEX,saily,30,10,changed,price,24.99,23.74,,
MEX,saily,30,20,changed,price,45.99,43.69,,
MEX,saily,30,90,changed,price,71.99,68.39,,
MEX,vodafone,7,3,changed,price,9.0,9.5,N,N
MEX,vodafone,7,6,new,,,11.0,,N
MEX,vodafone,15,5,changed,price,10.5,11.0,N,N
MEX,vodafone,15,10,new,,,12.0,,N
MEX,vodafone,15,45,new,,,27.0,,N
MEX,vodafone,15,100,deleted,,51.0,,N,
MEX,vodafone,30,10,changed,price,15.0,16.0,N,N
MEX,vodafone,30,20,changed,price,25.0,18.0,N,N
MEX,vodafone,30,40,new,,,28.5,,N
MKD,orange,7,1,new,,,4.99,,
MKD,orange,7,3,new,,,8.99,,
MKD,orange,7,5,new,,,13.99,,
MKD,orange,7,10,new,,,20.99,,
MKD,orange,14,10,new,,,21.99,,
MKD,orange,14,20,new,,,35.99,,
MKD,orange,30,2,deleted,,9.99,,,
MKD,orange,30,5,deleted,,14.99,,,
MKD,orange,30,10,deleted,,29.99,,,
MKD,orange,30,20,changed,price,47.99,37.99,,
MKD,orange,30,50,changed,price,83.99,46.99,,
MKD,orange,30,100,new,,,61.99,,
MKD,orange,45,100,new,,,62.99,,
MKD,vodafone,30,5,changed,price,10.0,11.0,N,N
MKD,vodafone,30,10,new,,,12.0,,N
MLI,orange,7,1,new,,,9.99,,
MLI,orange,7,3,new,,,22.99,,
MLI,orange,7,5,new,,,35.99,,
MLI,orange,7,10,new,,,44.99,,
MLI,orange,14,10,new,,,46.99,,
MLI,orange,14,20,new,,,53.99,,
MLI,orange,30,2,deleted,,10.99,,,
MLI,orange,30,5,deleted,,23.99,,,
MLI,orange,30,50,new,,,71.99,,
MLI,orange,30,100,new,,,93.99,,
MLI,orange,45,100,new,,,94.99,,
MLI,vodafone,7,2,changed,price,21.0,18.0,N,N
MLI,vodafone,15,3,changed,price,28.0,26.0,N,N
MLI,vodafone,30,5,changed,price,45.0,40.0,N,N
MLT,holafly,1,3,deleted,,3.9,,,
MLT,holafly,2,6,deleted,,7.8,,,
MLT,holafly,3,9,deleted,,11.7,,,
MLT,holafly,4,12,deleted,,15.6,,,
MLT,holafly,5,15,deleted,,19.5,,,
MLT,holafly,6,18,deleted,,23.4,,,
MLT,holafly,7,21,deleted,,27.3,,,
MLT,holafly,8,24,deleted,,31.2,,,
MLT,holafly,9,27,deleted,,34.9,,,
MLT,holafly,10,30,deleted,,36.9,,,
MLT,holafly,11,33,deleted,,39.9,,,
MLT,holafly,12,36,deleted,,43.9,,,
MLT,holafly,13,39,deleted,,45.9,,,
MLT,holafly,14,42,deleted,,47.9,,,
MLT,holafly,15,45,deleted,,50.9,,,
MLT,holafly,16,48,deleted,,52.9,,,
MLT,holafly,17,51,deleted,,54.9,,,
MLT,holafly,18,54,deleted,,56.9,,,
MLT,holafly,19,57,deleted,,59.9,,,
MLT,holafly,20,60,deleted,,61.9,,,
MLT,holafly,21,63,deleted,,63.9,,,
MLT,holafly,22,66,deleted,,64.9,,,
MLT,holafly,23,69,deleted,,65.9,,,
MLT,holafly,24,72,deleted,,66.9,,,
MLT,holafly,25,75,deleted,,68.9,,,
MLT,holafly,26,78,deleted,,69.9,,,
MLT,holafly,27,81,deleted,,70.9,,,
MLT,holafly,28,84,deleted,,71.9,,,
MLT,holafly,29,87,deleted,,72.9,,,
MLT,holafly,30,90,deleted,,74.9,,,
MLT,vodafone,7,3,changed,price,10.0,9.5,N,N
MLT,vodafone,7,6,new,,,11.0,,N
MLT,vodafone,15,10,new,,,12.0,,N
MLT,vodafone,30,10,changed,price,14.0,15.0,N,N
MLT,vodafone,30,20,new,,,16.5,,N
MLT,vodafone,30,50,changed,price,28.0,29.5,N,N
MLT,vodafone,30,100,new,,,33.0,,N
MNE,orange,7,1,new,,,4.99,,
MNE,orange,7,2,deleted,,7.99,,,
MNE,orange,7,3,new,,,10.99,,
MNE,orange,7,5,changed,price,11.99,13.99,,
MNE,orange,7,10,new,,,20.99,,
MNE,orange,14,10,new,,,22.99,,
MNE,orange,30,20,changed,price,34.99,35.99,,
MNE,orange,30,100,new,,,93.99,,
MNE,orange,45,100,new,,,94.99,,
MNE,vodafone,10,5,changed,price,10.0,11.0,N,N
MNE,vodafone,10,10,new,,,12.0,,N
MNE,vodafone,15,10,changed,price,13.0,14.0,N,N
MNE,vodafone,15,20,new,,,15.5,,N
MNE,vodafone,30,20,changed,price,20.0,21.5,N,N
MNE,vodafone,30,40,new,,,23.5,,N
MUS,holafly,1,3,deleted,,9.9,,,
MUS,holafly,2,6,deleted,,17.9,,,
MUS,holafly,3,9,deleted,,24.9,,,
MUS,holafly,4,12,deleted,,26.9,,,
MUS,holafly,5,15,deleted,,28.9,,,
MUS,holafly,6,18,deleted,,31.9,,,
MUS,holafly,7,21,deleted,,35.9,,,
MUS,holafly,8,24,deleted,,36.9,,,
MUS,holafly,9,27,deleted,,37.9,,,
MUS,holafly,10,30,deleted,,38.9,,,
MUS,holafly,11,33,deleted,,46.9,,,
MUS,holafly,12,36,deleted,,53.9,,,
MUS,holafly,13,39,deleted,,60.9,,,
MUS,holafly,14,42,deleted,,65.9,,,
MUS,holafly,15,45,deleted,,68.9,,,
MUS,holafly,16,48,deleted,,73.9,,,
MUS,holafly,17,51,deleted,,78.9,,,
MUS,holafly,18,54,deleted,,85.9,,,
MUS,holafly,19,57,deleted,,89.9,,,
MUS,holafly,20,60,deleted,,95.9,,,
MUS,holafly,21,63,deleted,,100.9,,,
MUS,holafly,22,66,deleted,,104.9,,,
MUS,holafly,23,69,deleted,,109.9,,,
MUS,holafly,24,72,deleted,,113.9,,,
MUS,holafly,25,75,deleted,,117.9,,,
MUS,holafly,26,78,deleted,,122.9,,,
MUS,holafly,27,81,deleted,,126.9,,,
MUS,holafly,28,84,deleted,,130.9,,,
MUS,holafly,29,87,deleted,,135.9,,,
MUS,holafly,30,90,deleted,,139.9,,,
MUS,vodafone,7,2,changed,price,10.0,11.0,N,N
MUS,vodafone,7,4,new,,,12.0,,N
MUS,vodafone,15,3,changed,price,11.0,12.0,N,N
MUS,vodafone,15,6,new,,,13.0,,N
MUS,vodafone,30,5,changed,price,15.0,16.0,N,N
MUS,vodafone,30,10,new,,,18.0,,N
MYS,holafly,1,3,deleted,,3.9,,,
MYS,holafly,2,6,deleted,,7.8,,,
MYS,holafly,3,9,deleted,,11.7,,,
MYS,holafly,4,12,deleted,,15.6,,,
MYS,holafly,5,15,deleted,,19.5,,,
MYS,holafly,6,18,deleted,,23.4,,,
MYS,holafly,7,21,deleted,,27.3,,,
MYS,holafly,8,24,deleted,,31.2,,,
MYS,holafly,9,27,deleted,,34.9,,,
MYS,holafly,10,30,deleted,,36.9,,,
MYS,holafly,11,33,deleted,,39.9,,,
MYS,holafly,12,36,deleted,,43.9,,,
MYS,holafly,13,39,deleted,,45.9,,,
MYS,holafly,14,42,deleted,,47.9,,,
MYS,holafly,15,45,deleted,,50.9,,,
MYS,holafly,16,48,deleted,,52.9,,,
MYS,holafly,17,51,deleted,,53.9,,,
MYS,holafly,18,54,deleted,,56.9,,,
MYS,holafly,19,57,deleted,,59.9,,,
MYS,holafly,20,60,deleted,,61.9,,,
MYS,holafly,21,63,deleted,,63.9,,,
MYS,holafly,22,66,deleted,,64.9,,,
MYS,holafly,23,69,deleted,,65.9,,,
MYS,holafly,24,72,deleted,,66.9,,,
MYS,holafly,25,75,deleted,,67.9,,,
MYS,holafly,26,78,deleted,,69.9,,,
MYS,holafly,27,81,deleted,,70.9,,,
MYS,holafly,28,84,deleted,,71.9,,,
MYS,holafly,29,87,deleted,,72.9,,,
MYS,holafly,30,90,deleted,,74.9,,,
MYS,orange,7,1,new,,,4.99,,
MYS,orange,7,3,new,,,10.99,,
MYS,orange,7,5,new,,,13.99,,
MYS,orange,7,10,new,,,19.99,,
MYS,orange,14,10,new,,,21.99,,
MYS,orange,14,20,changed,price,13.99,14.99,50% OFF,50% OFF
MYS,orange,30,20,changed,price+promo,33.99,47.99,30% OFF,
MYS,orange,30,100,changed,price+promo,75.99,107.99,30% OFF,
MYS,orange,45,100,new,,,76.99,,
MYS,vodafone,10,5,changed,price,10.0,11.0,N,N
MYS,vodafone,10,10,new,,,12.0,,N
MYS,vodafone,15,10,changed,price,16.0,17.0,N,N
MYS,vodafone,15,20,new,,,19.0,,N
MYS,vodafone,30,20,changed,price,27.0,28.5,N,N
MYS,vodafone,30,40,new,,,32.0,,N
NGA,airalo,30,5,deleted,,30.0,,,
NGA,airalo,30,10,deleted,,49.0,,,
NGA,orange,7,1,new,,,8.99,,
NGA,orange,7,3,new,,,17.99,,
NGA,orange,7,5,new,,,28.99,,
NGA,orange,7,10,new,,,45.99,,
NGA,orange,14,10,new,,,49.99,,
NGA,orange,14,20,new,,,56.99,,
NGA,orange,30,2,deleted,,14.99,,,
NGA,orange,30,5,deleted,,25.99,,,
NGA,orange,30,20,changed,price,70.99,71.99,,
NGA,orange,30,50,new,,,91.99,,
NGA,orange,30,100,new,,,118.99,,
NGA,orange,45,100,new,,,119.99,,
NGA,vodafone,7,4,new,,,14.5,,N
NGA,vodafone,10,3,changed,price,18.0,15.5,N,N
NGA,vodafone,10,6,new,,,17.0,,N
NGA,vodafone,15,5,changed,price,27.0,23.0,N,N
NGA,vodafone,15,10,new,,,25.5,,N
NGA,vodafone,30,10,changed,price,36.0,38.0,N,N
NGA,vodafone,30,20,new,,,42.5,,N
NIC,holafly,1,3,deleted,,9.9,,,
NIC,holafly,2,6,deleted,,12.9,,,
NIC,holafly,3,9,deleted,,20.9,,,
NIC,holafly,4,12,deleted,,25.9,,,
NIC,holafly,5,15,deleted,,29.9,,,
NIC,holafly,6,18,deleted,,31.9,,,
NIC,holafly,7,21,deleted,,36.9,,,
NIC,holafly,8,24,deleted,,38.9,,,
NIC,holafly,9,27,deleted,,39.9,,,
NIC,holafly,10,30,deleted,,42.9,,,
NIC,holafly,11,33,deleted,,46.9,,,
NIC,holafly,12,36,deleted,,52.9,,,
NIC,holafly,13,39,deleted,,57.9,,,
NIC,holafly,14,42,deleted,,63.9,,,
NIC,holafly,15,45,deleted,,69.9,,,
NIC,holafly,16,48,deleted,,72.9,,,
NIC,holafly,17,51,deleted,,75.9,,,
NIC,holafly,18,54,deleted,,78.9,,,
NIC,holafly,19,57,deleted,,81.9,,,
NIC,holafly,20,60,deleted,,85.9,,,
NIC,holafly,21,63,deleted,,88.9,,,
NIC,holafly,22,66,deleted,,91.9,,,
NIC,holafly,23,69,deleted,,93.9,,,
NIC,holafly,24,72,deleted,,96.9,,,
NIC,holafly,25,75,deleted,,98.9,,,
NIC,holafly,26,78,deleted,,100.9,,,
NIC,holafly,27,81,deleted,,102.9,,,
NIC,holafly,28,84,deleted,,106.9,,,
NIC,holafly,29,87,deleted,,110.9,,,
NIC,holafly,30,90,deleted,,112.9,,,
NIC,orange,7,1,new,,,14.99,,
NIC,orange,7,3,new,,,26.99,,
NIC,orange,7,5,new,,,33.99,,
NIC,orange,7,10,new,,,47.99,,
NIC,orange,14,10,new,,,51.99,,
NIC,orange,14,20,new,,,65.99,,
NIC,orange,30,2,deleted,,14.99,,,
NIC,orange,30,5,deleted,,25.99,,,
NIC,orange,30,50,changed,price,106.99,107.99,,
NIC,orange,30,100,new,,,184.99,,
NIC,orange,45,100,new,,,188.99,,
NIC,vodafone,7,2,changed,price,10.0,11.0,N,N
NIC,vodafone,7,4,new,,,12.0,,N
NIC,vodafone,10,3,changed,price,12.0,13.0,N,N
NIC,vodafone,10,6,new,,,14.5,,N
NIC,vodafone,15,5,changed,price,17.0,18.0,N,N
NIC,vodafone,15,10,new,,,20.0,,N
NIC,vodafone,30,15,changed,price,29.0,31.0,N,N
NIC,vodafone,30,30,new,,,34.0,,N
NLD,orange,5,15,changed,price,20.99,18.99,30% OFF,30% OFF
NLD,vodafone,15,20,new,,,14.5,,N
NLD,vodafone,15,45,new,,,43.5,,N
NLD,vodafone,15,100,deleted,,39.0,,N,
NLD,vodafone,30,20,changed,price,21.0,20.5,N,N
NLD,vodafone,30,40,new,,,22.5,,N
NLD,vodafone,30,50,changed,price,31.0,28.5,N,N
NLD,vodafone,30,100,new,,,32.0,,N
NOR,holafly,1,3,deleted,,3.9,,,
NOR,holafly,2,6,deleted,,7.8,,,
NOR,holafly,3,9,deleted,,11.7,,,
NOR,holafly,4,12,deleted,,15.6,,,
NOR,holafly,5,15,deleted,,19.5,,,
NOR,holafly,6,18,deleted,,23.4,,,
NOR,holafly,7,21,deleted,,27.3,,,
NOR,holafly,8,24,deleted,,31.2,,,
NOR,holafly,9,27,deleted,,34.9,,,
NOR,holafly,10,30,deleted,,36.9,,,
NOR,holafly,11,33,deleted,,39.9,,,
NOR,holafly,12,36,deleted,,43.9,,,
NOR,holafly,13,39,deleted,,45.9,,,
NOR,holafly,14,42,deleted,,47.9,,,
NOR,holafly,15,45,deleted,,50.9,,,
NOR,holafly,16,48,deleted,,52.9,,,
NOR,holafly,17,51,deleted,,53.9,,,
NOR,holafly,18,54,deleted,,56.9,,,
NOR,holafly,19,57,deleted,,59.9,,,
NOR,holafly,20,60,deleted,,61.9,,,
NOR,holafly,21,63,deleted,,63.9,,,
NOR,holafly,22,66,deleted,,64.9,,,
NOR,holafly,23,69,deleted,,65.9,,,
NOR,holafly,24,72,deleted,,66.9,,,
NOR,holafly,25,75,deleted,,67.9,,,
NOR,holafly,26,78,deleted,,69.9,,,
NOR,holafly,27,81,deleted,,70.9,,,
NOR,holafly,28,84,deleted,,71.9,,,
NOR,holafly,29,87,deleted,,72.9,,,
NOR,holafly,30,90,deleted,,74.9,,,
NOR,vodafone,7,5,changed,price,10.0,11.0,N,N
NOR,vodafone,7,10,new,,,12.0,,N
NOR,vodafone,15,20,new,,,14.5,,N
NOR,vodafone,30,20,changed,price,20.0,20.5,N,N
NOR,vodafone,30,40,new,,,22.5,,N
NOR,vodafone,30,50,changed,price,30.0,31.0,N,N
NOR,vodafone,30,100,new,,,34.0,,N
NPL,vodafone,7,1,changed,price,10.0,12.0,N,N
NPL,vodafone,30,20,changed,price,77.0,81.0,N,N
NPL,vodafone,60,20,new,,,73.0,,N
NZL,orange,7,1,new,,,4.99,,
NZL,orange,7,3,new,,,9.99,,
NZL,orange,7,5,new,,,13.99,,
NZL,orange,7,10,new,,,22.99,,
NZL,orange,14,10,new,,,23.99,,
NZL,orange,14,20,new,,,38.99,,
NZL,orange,30,100,changed,price+promo,75.99,107.99,30% OFF,
NZL,orange,45,100,new,,,68.99,,
NZL,vodafone,7,3,changed,price,10.0,11.0,N,N
NZL,vodafone,7,6,new,,,12.0,,N
NZL,vodafone,15,5,changed,price,11.0,12.0,N,N
NZL,vodafone,15,10,new,,,13.0,,N
NZL,vodafone,15,45,new,,,43.5,,N
NZL,vodafone,15,100,deleted,,37.0,,N,
NZL,vodafone,30,10,changed,price,17.0,18.0,N,N
NZL,vodafone,30,20,changed,price,29.0,20.0,N,N
NZL,vodafone,30,40,new,,,34.0,,N
OMN,holafly,1,3,deleted,,11.9,,,
OMN,holafly,2,6,deleted,,17.9,,,
OMN,holafly,3,9,deleted,,24.9,,,
OMN,holafly,4,12,deleted,,32.9,,,
OMN,holafly,5,15,deleted,,37.9,,,
OMN,holafly,6,18,deleted,,45.9,,,
OMN,holafly,7,21,deleted,,52.9,,,
OMN,holafly,8,24,deleted,,57.9,,,
OMN,holafly,9,27,deleted,,62.9,,,
OMN,holafly,10,30,deleted,,67.9,,,
OMN,holafly,11,33,deleted,,73.9,,,
OMN,holafly,12,36,deleted,,78.9,,,
OMN,holafly,13,39,deleted,,83.9,,,
OMN,holafly,14,42,deleted,,87.9,,,
OMN,holafly,15,45,deleted,,92.9,,,
OMN,holafly,16,48,deleted,,96.9,,,
OMN,holafly,17,51,deleted,,100.9,,,
OMN,holafly,18,54,deleted,,103.9,,,
OMN,holafly,19,57,deleted,,106.9,,,
OMN,holafly,20,60,deleted,,110.9,,,
OMN,holafly,21,63,deleted,,113.9,,,
OMN,holafly,22,66,deleted,,116.9,,,
OMN,holafly,23,69,deleted,,118.9,,,
OMN,holafly,24,72,deleted,,121.9,,,
OMN,holafly,25,75,deleted,,124.9,,,
OMN,holafly,26,78,deleted,,126.9,,,
OMN,holafly,27,81,deleted,,128.9,,,
OMN,holafly,28,84,deleted,,130.9,,,
OMN,holafly,29,87,deleted,,131.9,,,
OMN,holafly,30,90,deleted,,134.9,,,
OMN,vodafone,10,5,changed,price,10.0,11.0,N,N
OMN,vodafone,10,10,new,,,12.0,,N
OMN,vodafone,15,10,changed,price,19.0,18.0,N,N
OMN,vodafone,15,20,new,,,20.0,,N
OMN,vodafone,30,20,changed,price,32.0,31.0,N,N
OMN,vodafone,30,40,new,,,34.0,,N
PAK,holafly,1,3,deleted,,6.9,,,
PAK,holafly,2,6,deleted,,9.9,,,
