ISO3,Provider,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,SpecialOffer_old,SpecialOffer_new
CYP,holafly,14,42,deleted,,47.9,,,
CYP,holafly,15,45,deleted,,50.9,,,
CYP,holafly,16,48,deleted,,52.9,,,
CYP,holafly,17,51,deleted,,54.9,,,
CYP,holafly,18,54,deleted,,56.9,,,
CYP,holafly,19,57,deleted,,59.9,,,
CYP,holafly,20,60,deleted,,61.9,,,
CYP,holafly,21,63,deleted,,63.9,,,
CYP,holafly,22,66,deleted,,64.9,,,
CYP,holafly,23,69,deleted,,65.9,,,
CYP,holafly,24,72,deleted,,66.9,,,
CYP,holafly,25,75,deleted,,68.9,,,
CYP,holafly,26,78,deleted,,69.9,,,
CYP,holafly,27,81,deleted,,70.9,,,
CYP,holafly,28,84,deleted,,71.9,,,
CYP,holafly,29,87,deleted,,72.9,,,
CYP,holafly,30,90,deleted,,74.9,,,
CYP,vodafone,10,5,changed,price,10.0,12.0,N,N
CYP,vodafone,15,10,changed,price,12.5,13.0,N,N
CYP,vodafone,15,20,new,,,14.5,,N
CYP,vodafone,30,20,changed,price,15.0,16.0,N,N
CYP,vodafone,30,40,new,,,18.0,,N
CYP,vodafone,30,50,changed,price,30.0,31.0,N,N
CYP,vodafone,30,100,new,,,34.0,,N
CZE,holafly,1,3,deleted,,3.9,,,
CZE,holafly,2,6,deleted,,7.8,,,
CZE,holafly,3,9,deleted,,11.7,,,
CZE,holafly,4,12,deleted,,15.6,,,
CZE,holafly,5,15,deleted,,19.5,,,
CZE,holafly,6,18,deleted,,23.4,,,
CZE,holafly,7,21,deleted,,27.3,,,
CZE,holafly,8,24,deleted,,31.2,,,
CZE,holafly,9,27,deleted,,34.9,,,
CZE,holafly,10,30,deleted,,36.9,,,
CZE,holafly,11,33,deleted,,39.9,,,
CZE,holafly,12,36,deleted,,43.9,,,
CZE,holafly,13,39,deleted,,45.9,,,
CZE,holafly,14,42,deleted,,47.9,,,
CZE,holafly,15,45,deleted,,50.9,,,
CZE,holafly,16,48,deleted,,52.9,,,
CZE,holafly,17,51,deleted,,54.9,,,
CZE,holafly,18,54,deleted,,56.9,,,
CZE,holafly,19,57,deleted,,59.9,,,
CZE,holafly,20,60,deleted,,61.9,,,
CZE,holafly,21,63,deleted,,63.9,,,
CZE,holafly,22,66,deleted,,64.9,,,
CZE,holafly,23,69,deleted,,65.9,,,
CZE,holafly,24,72,deleted,,66.9,,,
CZE,holafly,25,75,deleted,,68.9,,,
CZE,holafly,26,78,deleted,,69.9,,,
CZE,holafly,27,81,deleted,,70.9,,,
CZE,holafly,28,84,deleted,,71.9,,,
CZE,holafly,29,87,deleted,,72.9,,,
CZE,holafly,30,90,deleted,,74.9,,,
CZE,vodafone,10,5,changed,price,10.0,11.0,N,N
CZE,vodafone,10,10,new,,,12.0,,N
CZE,vodafone,15,10,changed,price,11.0,12.0,N,N
CZE,vodafone,15,20,new,,,13.0,,N
CZE,vodafone,30,20,changed,price,17.0,18.0,N,N
CZE,vodafone,30,40,new,,,20.0,,N
CZE,vodafone,30,50,changed,price,27.0,28.5,N,N
CZE,vodafone,30,100,new,,,32.0,,N
DEU,airalo,3,9,deleted,,11.0,,,
DEU,airalo,5,15,deleted,,18.0,,,
DEU,airalo,7,21,deleted,,24.0,,,
DEU,airalo,10,30,deleted,,30.0,,,
DEU,airalo,15,45,deleted,,42.0,,,
DEU,airalo,30,5,deleted,,11.5,,,
DEU,airalo,30,10,deleted,,16.0,,,
DEU,airalo,30,20,deleted,,23.5,,,
DEU,airalo,30,90,deleted,,59.0,,,
DEU,saily,7,1,new,,,4.49,,
DEU,saily,15,2,deleted,,7.99,,,
DEU,saily,30,3,new,,,8.99,,
DEU,saily,30,7,deleted,,16.99,,,
DEU,vodafone,7,5,changed,price,10.0,11.0,N,N
DEU,vodafone,7,20,new,,,14.5,,N
DEU,vodafone,15,20,changed,price,17.0,18.0,N,N
DEU,vodafone,15,40,new,,,20.0,,N
DEU,vodafone,15,45,new,,,36.5,,N
DEU,vodafone,15,100,deleted,,42.0,,N,
DEU,vodafone,30,50,changed,price,24.0,25.5,N,N
DEU,vodafone,30,100,new,,,28.5,,N
DNK,holafly,1,3,deleted,,3.9,,,
DNK,holafly,2,6,deleted,,7.8,,,
DNK,holafly,3,9,deleted,,11.7,,,
DNK,holafly,4,12,deleted,,15.6,,,
DNK,holafly,5,15,deleted,,19.5,,,
DNK,holafly,6,18,deleted,,23.4,,,
DNK,holafly,7,21,deleted,,27.3,,,
DNK,holafly,8,24,deleted,,31.2,,,
DNK,holafly,9,27,deleted,,34.9,,,
DNK,holafly,10,30,deleted,,36.9,,,
DNK,holafly,11,33,deleted,,39.9,,,
DNK,holafly,12,36,deleted,,43.9,,,
DNK,holafly,13,39,deleted,,45.9,,,
DNK,holafly,14,42,deleted,,47.9,,,
DNK,holafly,15,45,deleted,,50.9,,,
DNK,holafly,16,48,deleted,,52.9,,,
DNK,holafly,17,51,deleted,,54.9,,,
DNK,holafly,18,54,deleted,,56.9,,,
DNK,holafly,19,57,deleted,,59.9,,,
DNK,holafly,20,60,deleted,,61.9,,,
DNK,holafly,21,63,deleted,,63.9,,,
DNK,holafly,22,66,deleted,,64.9,,,
DNK,holafly,23,69,deleted,,65.9,,,
DNK,holafly,24,72,deleted,,66.9,,,
DNK,holafly,25,75,deleted,,68.9,,,
DNK,holafly,26,78,deleted,,69.9,,,
DNK,holafly,27,81,deleted,,70.9,,,
DNK,holafly,28,84,deleted,,71.9,,,
DNK,holafly,29,87,deleted,,72.9,,,
DNK,holafly,30,90,deleted,,74.9,,,
DNK,vodafone,10,5,changed,price,10.0,11.0,N,N
DNK,vodafone,10,10,new,,,12.0,,N
DNK,vodafone,15,10,changed,price,14.5,15.0,N,N
DNK,vodafone,15,20,new,,,16.5,,N
DNK,vodafone,30,20,changed,price,22.0,22.5,N,N
DNK,vodafone,30,40,new,,,25.0,,N
DNK,vodafone,30,50,changed,price,30.0,31.0,N,N
DNK,vodafone,30,100,new,,,34.0,,N
DZA,airalo,30,50,deleted,,49.0,,,
DZA,holafly,1,3,deleted,,9.9,,,
DZA,holafly,2,6,deleted,,15.9,,,
DZA,holafly,3,9,deleted,,20.9,,,
DZA,holafly,4,12,deleted,,25.9,,,
DZA,holafly,5,15,deleted,,31.9,,,
DZA,holafly,6,18,deleted,,36.9,,,
DZA,holafly,7,21,deleted,,39.9,,,
DZA,holafly,8,24,deleted,,42.9,,,
DZA,holafly,9,27,deleted,,45.9,,,
DZA,holafly,10,30,deleted,,47.9,,,
DZA,holafly,11,33,deleted,,51.9,,,
DZA,holafly,12,36,deleted,,54.9,,,
DZA,holafly,13,39,deleted,,58.9,,,
DZA,holafly,14,42,deleted,,61.9,,,
DZA,holafly,15,45,deleted,,63.9,,,
DZA,holafly,16,48,deleted,,67.9,,,
DZA,holafly,17,51,deleted,,71.9,,,
DZA,holafly,18,54,deleted,,74.9,,,
DZA,holafly,19,57,deleted,,77.9,,,
DZA,holafly,20,60,deleted,,79.9,,,
DZA,holafly,21,63,deleted,,84.9,,,
DZA,holafly,22,66,deleted,,87.9,,,
DZA,holafly,23,69,deleted,,90.9,,,
DZA,holafly,24,72,deleted,,93.9,,,
DZA,holafly,25,75,deleted,,97.9,,,
DZA,holafly,26,78,deleted,,100.9,,,
DZA,holafly,27,81,deleted,,103.9,,,
DZA,holafly,28,84,deleted,,106.9,,,
DZA,holafly,29,87,deleted,,110.9,,,
DZA,holafly,30,90,deleted,,112.9,,,
DZA,orange,7,1,new,,,4.99,,
DZA,orange,7,3,new,,,11.99,,
DZA,orange,7,5,new,,,15.99,,
DZA,orange,7,10,new,,,21.99,,
DZA,orange,14,10,new,,,23.99,,
DZA,orange,14,20,new,,,39.99,,
DZA,orange,30,100,new,,,85.99,,
DZA,orange,45,100,new,,,87.99,,
DZA,vodafone,10,10,new,,,12.0,,N
DZA,vodafone,30,10,changed,price,16.5,17.5,N,N
DZA,vodafone,30,20,changed,price,31.0,19.5,N,N
DZA,vodafone,30,40,new,,,36.5,,N
ECU,airalo,3,1,changed,price,6.0,5.0,,
ECU,airalo,3,3,changed,price,15.0,14.0,,
ECU,airalo,7,3,changed,price,16.0,15.0,,
ECU,airalo,7,5,changed,price,23.0,22.0,,
ECU,airalo,15,5,changed,price,24.0,23.0,,
ECU,airalo,15,10,changed,price,44.0,35.0,,
ECU,airalo,15,20,new,,,48.0,,
ECU,airalo,15,45,new,,,59.0,,
ECU,airalo,30,5,changed,price,25.0,24.0,,
ECU,airalo,30,10,changed,price,35.0,36.0,,
ECU,airalo,30,20,new,,,49.0,,
ECU,airalo,30,90,new,,,99.0,,
ECU,holafly,1,3,deleted,,9.9,,,
ECU,holafly,2,6,deleted,,12.9,,,
ECU,holafly,3,9,deleted,,20.9,,,
ECU,holafly,4,12,deleted,,25.9,,,
ECU,holafly,5,15,deleted,,29.9,,,
ECU,holafly,6,18,deleted,,31.9,,,
ECU,holafly,7,21,deleted,,36.9,,,
ECU,holafly,8,24,deleted,,37.9,,,
ECU,holafly,9,27,deleted,,38.9,,,
ECU,holafly,10,30,deleted,,39.9,,,
ECU,holafly,11,33,deleted,,42.9,,,
ECU,holafly,12,36,deleted,,44.9,,,
ECU,holafly,13,39,deleted,,46.9,,,
ECU,holafly,14,42,deleted,,48.9,,,
ECU,holafly,15,45,deleted,,50.9,,,
ECU,holafly,16,48,deleted,,54.9,,,
ECU,holafly,17,51,deleted,,57.9,,,
ECU,holafly,18,54,deleted,,61.9,,,
ECU,holafly,19,57,deleted,,65.9,,,
ECU,holafly,20,60,deleted,,69.9,,,
ECU,holafly,21,63,deleted,,72.9,,,
ECU,holafly,22,66,deleted,,75.9,,,
ECU,holafly,23,69,deleted,,78.9,,,
ECU,holafly,24,72,deleted,,81.9,,,
ECU,holafly,25,75,deleted,,85.9,,,
ECU,holafly,26,78,deleted,,88.9,,,
ECU,holafly,27,81,deleted,,91.9,,,
ECU,holafly,28,84,deleted,,94.9,,,
ECU,holafly,29,87,deleted,,101.9,,,
ECU,holafly,30,90,deleted,,104.9,,,
ECU,orange,7,1,new,,,5.99,,
ECU,orange,7,3,new,,,15.99,,
ECU,orange,7,5,new,,,23.99,,
ECU,orange,7,10,new,,,33.99,,
ECU,orange,14,10,new,,,35.99,,
ECU,orange,14,20,new,,,41.99,,
ECU,orange,45,100,new,,,99.99,,
ECU,vodafone,7,3,changed,price,11.0,12.0,N,N
ECU,vodafone,7,6,new,,,13.0,,N
ECU,vodafone,10,5,changed,price,16.0,17.0,N,N
ECU,vodafone,10,10,new,,,19.0,,N
ECU,vodafone,15,15,changed,price,22.0,23.5,N,N
ECU,vodafone,15,30,new,,,26.0,,N
ECU,vodafone,30,50,changed,price,55.0,54.0,N,N
ECU,vodafone,30,100,new,,,60.0,,N
EGY,orange,7,1,new,,,5.99,,
EGY,orange,7,3,new,,,11.99,,
EGY,orange,7,10,new,,,19.99,,
EGY,orange,30,20,changed,price+promo,37.99,53.99,30% OFF,
EGY,orange,30,100,changed,price+promo,67.99,95.99,30% OFF,
EGY,orange,45,100,new,,,97.99,,
EGY,vodafone,10,10,new,,,16.5,,N
EGY,vodafone,15,10,changed,price,20.0,23.5,N,N
EGY,vodafone,15,20,new,,,26.0,,N
EGY,vodafone,15,45,new,,,66.0,,N
EGY,vodafone,15,100,deleted,,81.0,,N,
EGY,vodafone,30,20,changed,price,39.0,41.5,N,N
EGY,vodafone,30,40,new,,,46.0,,N
EGY,vodafone,30,50,changed,price,51.0,57.0,N,N
EGY,vodafone,30,100,new,,,63.5,,N
ESP,orange,5,15,changed,price,20.99,17.99,30% OFF,30% OFF
ESP,orange,14,20,changed,price,15.99,14.99,30% OFF,30% OFF
ESP,vodafone,15,10,changed,price,12.0,7.5,N,N
ESP,vodafone,15,20,new,,,13.0,,N
ESP,vodafone,15,45,new,,,42.5,,N
ESP,vodafone,15,100,deleted,,33.0,,N,
ESP,vodafone,30,20,changed,price,18.0,11.0,N,N
ESP,vodafone,30,40,new,,,20.0,,N
ESP,vodafone,30,50,changed,price,35.0,16.0,N,N
ESP,vodafone,30,100,new,,,40.0,,N
EST,holafly,1,3,deleted,,3.9,,,
EST,holafly,2,6,deleted,,7.8,,,
EST,holafly,3,9,deleted,,11.7,,,
EST,holafly,4,12,deleted,,15.6,,,
EST,holafly,5,15,deleted,,19.5,,,
EST,holafly,6,18,deleted,,23.4,,,
EST,holafly,7,21,deleted,,27.3,,,
EST,holafly,8,24,deleted,,31.2,,,
EST,holafly,9,27,deleted,,34.9,,,
EST,holafly,10,30,deleted,,36.9,,,
EST,holafly,11,33,deleted,,39.9,,,
EST,holafly,12,36,deleted,,43.9,,,
EST,holafly,13,39,deleted,,45.9,,,
EST,holafly,14,42,deleted,,47.9,,,
EST,holafly,15,45,deleted,,50.9,,,
EST,holafly,16,48,deleted,,52.9,,,
EST,holafly,17,51,deleted,,54.9,,,
EST,holafly,18,54,deleted,,56.9,,,
EST,holafly,19,57,deleted,,59.9,,,
EST,holafly,20,60,deleted,,61.9,,,
EST,holafly,21,63,deleted,,63.9,,,
EST,holafly,22,66,deleted,,64.9,,,
EST,holafly,23,69,deleted,,65.9,,,
EST,holafly,24,72,deleted,,66.9,,,
EST,holafly,25,75,deleted,,68.9,,,
EST,holafly,26,78,deleted,,69.9,,,
EST,holafly,27,81,deleted,,70.9,,,
EST,holafly,28,84,deleted,,71.9,,,
EST,holafly,29,87,deleted,,72.9,,,
EST,holafly,30,90,deleted,,74.9,,,
EST,vodafone,10,5,changed,price,10.0,11.0,N,N
EST,vodafone,10,10,new,,,12.0,,N
EST,vodafone,15,20,new,,,14.5,,N
EST,vodafone,30,20,changed,price,19.0,20.5,N,N
EST,vodafone,30,40,new,,,22.5,,N
EST,vodafone,30,50,changed,price,35.0,37.0,N,N
EST,vodafone,30,100,new,,,41.0,,N
ETH,vodafone,15,3,changed,price,29.0,28.5,N,N
FIN,holafly,1,3,deleted,,3.9,,,
FIN,holafly,2,6,deleted,,7.8,,,
FIN,holafly,3,9,deleted,,11.7,,,
FIN,holafly,4,12,deleted,,15.6,,,
FIN,holafly,5,15,deleted,,19.5,,,
FIN,holafly,6,18,deleted,,23.4,,,
FIN,holafly,7,21,deleted,,27.3,,,
FIN,holafly,8,24,deleted,,31.2,,,
FIN,holafly,9,27,deleted,,34.9,,,
FIN,holafly,10,30,deleted,,36.9,,,
FIN,holafly,11,33,deleted,,39.9,,,
FIN,holafly,12,36,deleted,,43.9,,,
FIN,holafly,13,39,deleted,,45.9,,,
FIN,holafly,14,42,deleted,,47.9,,,
FIN,holafly,15,45,deleted,,50.9,,,
FIN,holafly,16,48,deleted,,52.9,,,
FIN,holafly,17,51,deleted,,54.9,,,
FIN,holafly,18,54,deleted,,56.9,,,
FIN,holafly,19,57,deleted,,59.9,,,
FIN,holafly,20,60,deleted,,61.9,,,
FIN,holafly,21,63,deleted,,63.9,,,
FIN,holafly,22,66,deleted,,64.9,,,
FIN,holafly,23,69,deleted,,65.9,,,
FIN,holafly,24,72,deleted,,66.9,,,
FIN,holafly,25,75,deleted,,68.9,,,
FIN,holafly,26,78,deleted,,69.9,,,
FIN,holafly,27,81,deleted,,70.9,,,
FIN,holafly,28,84,deleted,,71.9,,,
FIN,holafly,29,87,deleted,,72.9,,,
FIN,holafly,30,90,deleted,,74.9,,,
FIN,vodafone,10,5,changed,price,10.0,11.0,N,N
FIN,vodafone,10,10,new,,,12.0,,N
FIN,vodafone,15,10,changed,price,12.5,13.0,N,N
FIN,vodafone,15,20,new,,,14.5,,N
FIN,vodafone,30,40,new,,,20.0,,N
FIN,vodafone,30,50,changed,price,31.5,31.0,N,N
FIN,vodafone,30,100,new,,,34.0,,N
FJI,vodafone,7,3,changed,price,12.0,13.0,N,N
FJI,vodafone,7,6,new,,,14.5,,N
FJI,vodafone,10,5,changed,price,17.0,18.0,N,N
FJI,vodafone,10,10,new,,,20.0,,N
FJI,vodafone,30,10,changed,price,29.0,31.0,N,N
FJI,vodafone,30,20,new,,,34.0,,N
FRA,vodafone,15,20,new,,,14.5,,N
FRA,vodafone,15,45,new,,,34.0,,N
FRA,vodafone,15,100,deleted,,34.0,,N,
FRA,vodafone,30,20,changed,price,17.0,18.0,N,N
FRA,vodafone,30,40,new,,,20.0,,N
FRA,vodafone,30,50,changed,price,29.0,26.5,N,N
FRA,vodafone,30,100,new,,,29.5,,N
FRO,vodafone,10,5,changed,price,12.0,11.0,N,N
FRO,vodafone,10,10,new,,,12.0,,N
FRO,vodafone,15,10,changed,price,17.0,18.0,N,N
FRO,vodafone,15,20,new,,,20.0,,N
FRO,vodafone,30,20,changed,price,25.0,26.5,N,N
FRO,vodafone,30,40,new,,,29.5,,N
FRO,vodafone,30,50,changed,price,47.0,43.5,N,N
FRO,vodafone,30,100,new,,,48.0,,N
GBR,orange,5,15,changed,price,20.99,18.99,30% OFF,30% OFF
GBR,vodafone,7,2,changed,price,9.0,9.5,N,N
GBR,vodafone,7,4,new,,,11.0,,N
GBR,vodafone,10,20,new,,,16.5,,N
GBR,vodafone,15,45,new,,,46.0,,N
GBR,vodafone,15,100,deleted,,39.0,,N,
GBR,vodafone,30,20,changed,price,25.0,25.5,N,N
GBR,vodafone,30,40,new,,,28.5,,N
GBR,vodafone,30,100,new,,,34.0,,N
GEO,orange,7,1,new,,,4.99,,
GEO,orange,7,3,new,,,10.99,,
GEO,orange,7,5,new,,,16.99,,
GEO,orange,7,10,new,,,26.99,,
GEO,orange,14,10,new,,,28.99,,
GEO,orange,14,20,new,,,37.99,,
GEO,orange,30,50,changed,price,106.99,107.99,,
GEO,orange,30,100,new,,,140.99,,
GEO,orange,45,100,new,,,142.99,,
GEO,vodafone,7,3,changed,price,10.0,11.0,N,N
GEO,vodafone,7,6,new,,,12.0,,N
GEO,vodafone,10,10,new,,,13.0,,N
GEO,vodafone,30,10,changed,price,23.0,22.5,N,N
GEO,vodafone,30,20,changed,price,33.0,25.0,N,N
GEO,vodafone,30,40,new,,,34.0,,N
GGY,vodafone,15,3,changed,price,11.0,12.0,N,N
GGY,vodafone,15,6,new,,,13.0,,N
GHA,holafly,1,3,deleted,,9.9,,,
GHA,holafly,2,6,deleted,,15.9,,,
GHA,holafly,3,9,deleted,,20.9,,,
GHA,holafly,4,12,deleted,,25.9,,,
GHA,holafly,5,15,deleted,,31.9,,,
GHA,holafly,6,18,deleted,,36.9,,,
GHA,holafly,7,21,deleted,,39.9,,,
GHA,holafly,8,24,deleted,,42.9,,,
GHA,holafly,9,27,deleted,,45.9,,,
GHA,holafly,10,30,deleted,,47.9,,,
GHA,holafly,11,33,deleted,,51.9,,,
GHA,holafly,12,36,deleted,,54.9,,,
GHA,holafly,13,39,deleted,,58.9,,,
GHA,holafly,14,42,deleted,,61.9,,,
GHA,holafly,15,45,deleted,,63.9,,,
GHA,holafly,16,48,deleted,,67.9,,,
GHA,holafly,17,51,deleted,,71.9,,,
GHA,holafly,18,54,deleted,,74.9,,,
GHA,holafly,19,57,deleted,,77.9,,,
GHA,holafly,20,60,deleted,,79.9,,,
GHA,holafly,21,63,deleted,,84.9,,,
GHA,holafly,22,66,deleted,,87.9,,,
GHA,holafly,23,69,deleted,,90.9,,,
GHA,holafly,24,72,deleted,,93.9,,,
GHA,holafly,25,75,deleted,,97.9,,,
GHA,holafly,26,78,deleted,,100.9,,,
GHA,holafly,27,81,deleted,,103.9,,,
GHA,holafly,28,84,deleted,,106.9,,,
GHA,holafly,29,87,deleted,,110.9,,,
GHA,holafly,30,90,deleted,,112.9,,,
GHA,vodafone,7,2,changed,price,9.0,9.5,N,N
GHA,vodafone,7,4,new,,,11.0,,N
GHA,vodafone,15,3,changed,price,10.0,11.0,N,N
GHA,vodafone,15,6,new,,,12.0,,N
GHA,vodafone,30,5,changed,price,13.5,13.0,N,N
GHA,vodafone,30,10,new,,,14.5,,N
GLP,vodafone,7,3,changed,price,10.0,11.0,N,N
GLP,vodafone,7,6,new,,,12.0,,N
GLP,vodafone,10,5,changed,price,12.5,13.0,N,N
GLP,vodafone,10,10,new,,,14.5,,N
GLP,vodafone,30,10,changed,price,20.0,20.5,N,N
GLP,vodafone,30,20,changed,price,25.5,22.5,N,N
GLP,vodafone,30,40,new,,,29.5,,N
GMB,vodafone,7,2,changed,price,10.0,11.0,N,N
GMB,vodafone,7,4,new,,,12.0,,N
GMB,vodafone,10,5,changed,price,17.0,19.0,N,N
GMB,vodafone,10,10,new,,,21.5,,N
GMB,vodafone,30,10,changed,price,29.0,34.0,N,N
GMB,vodafone,30,20,new,,,37.5,,N
GRC,airalo,3,9,deleted,,11.5,,,
GRC,airalo,5,15,deleted,,19.0,,,
GRC,airalo,7,21,deleted,,27.0,,,
GRC,airalo,10,30,deleted,,35.0,,,
GRC,airalo,15,45,deleted,,49.0,,,
GRC,airalo,30,5,deleted,,12.0,,,
GRC,airalo,30,10,deleted,,20.0,,,
GRC,airalo,30,20,deleted,,37.5,,,
GRC,airalo,30,90,deleted,,72.0,,,
GRC,holafly,1,3,deleted,,3.9,,,
GRC,holafly,2,6,deleted,,7.8,,,
GRC,holafly,3,9,deleted,,11.7,,,
GRC,holafly,4,12,deleted,,15.6,,,
GRC,holafly,5,15,deleted,,19.5,,,
GRC,holafly,6,18,deleted,,23.4,,,
GRC,holafly,7,21,deleted,,27.3,,,
GRC,holafly,8,24,deleted,,31.2,,,
GRC,holafly,9,27,deleted,,34.9,,,
GRC,holafly,10,30,deleted,,36.9,,,
GRC,holafly,11,33,deleted,,39.9,,,
GRC,holafly,12,36,deleted,,43.9,,,
GRC,holafly,13,39,deleted,,45.9,,,
GRC,holafly,14,42,deleted,,47.9,,,
GRC,holafly,15,45,deleted,,50.9,,,
GRC,holafly,16,48,deleted,,52.9,,,
GRC,holafly,17,51,deleted,,54.9,,,
GRC,holafly,18,54,deleted,,56.9,,,
GRC,holafly,19,57,deleted,,59.9,,,
GRC,holafly,20,60,deleted,,61.9,,,
GRC,holafly,21,63,deleted,,63.9,,,
GRC,holafly,22,66,deleted,,64.9,,,
GRC,holafly,23,69,deleted,,65.9,,,
GRC,holafly,24,72,deleted,,66.9,,,
GRC,holafly,25,75,deleted,,68.9,,,
GRC,holafly,26,78,deleted,,69.9,,,
GRC,holafly,27,81,deleted,,70.9,,,
GRC,holafly,28,84,deleted,,71.9,,,
GRC,holafly,29,87,deleted,,72.9,,,
GRC,holafly,30,90,deleted,,74.9,,,
GRC,vodafone,7,5,changed,price,10.0,11.0,N,N
GRC,vodafone,7,10,new,,,12.0,,N
GRC,vodafone,10,10,changed,price,31.0,13.0,N,N
GRC,vodafone,10,20,new,,,14.5,,N
GRC,vodafone,15,45,new,,,34.0,,N
GRC,vodafone,15,100,deleted,,39.0,,N,
GRC,vodafone,30,20,changed,price,22.0,18.0,N,N
GRC,vodafone,30,40,new,,,20.0,,N
GRC,vodafone,30,50,changed,price,31.0,25.5,N,N
GRC,vodafone,30,100,new,,,28.5,,N
GRL,vodafone,7,1,changed,price,10.0,12.0,N,N
GRL,vodafone,10,1,new,,,11.0,,N
GRL,vodafone,15,5,changed,price,27.0,25.0,N,N
GTM,airalo,3,1,changed,price,6.0,5.0,,
GTM,airalo,3,3,changed,price,16.0,13.0,,
GTM,airalo,3,9,new,,,20.0,,
GTM,airalo,5,15,new,,,31.0,,
GTM,airalo,7,3,changed,price,17.0,14.0,,
GTM,airalo,7,5,changed,price,23.5,20.0,,
GTM,airalo,7,10,changed,price,39.0,33.0,,
GTM,airalo,7,21,new,,,39.0,,
GTM,airalo,10,30,new,,,47.0,,
GTM,airalo,15,5,changed,price,24.5,21.0,,
GTM,airalo,15,10,changed,price,40.0,34.0,,
GTM,airalo,15,20,new,,,45.0,,
GTM,airalo,15,45,new,,,63.0,,
GTM,airalo,30,5,changed,price,25.0,22.0,,
GTM,airalo,30,10,changed,price,41.0,35.0,,
GTM,airalo,30,20,new,,,46.0,,
GTM,airalo,30,90,new,,,99.0,,
GTM,holafly,1,3,deleted,,9.9,,,
GTM,holafly,2,6,deleted,,15.9,,,
GTM,holafly,3,9,deleted,,20.9,,,
GTM,holafly,4,12,deleted,,25.9,,,
GTM,holafly,5,15,deleted,,31.9,,,
GTM,holafly,6,18,deleted,,36.9,,,
GTM,holafly,7,21,deleted,,39.9,,,
GTM,holafly,8,24,deleted,,42.9,,,
GTM,holafly,9,27,deleted,,45.9,,,
GTM,holafly,10,30,deleted,,47.9,,,
GTM,holafly,11,33,deleted,,51.9,,,
GTM,holafly,12,36,deleted,,54.9,,,
GTM,holafly,13,39,deleted,,58.9,,,
GTM,holafly,14,42,deleted,,61.9,,,
GTM,holafly,15,45,deleted,,63.9,,,
GTM,holafly,16,48,deleted,,67.9,,,
GTM,holafly,17,51,deleted,,71.9,,,
GTM,holafly,18,54,deleted,,74.9,,,
GTM,holafly,19,57,deleted,,77.9,,,
GTM,holafly,20,60,deleted,,79.9,,,
GTM,holafly,21,63,deleted,,84.9,,,
GTM,holafly,22,66,deleted,,87.9,,,
GTM,holafly,23,69,deleted,,90.9,,,
GTM,holafly,24,72,deleted,,93.9,,,
GTM,holafly,25,75,deleted,,97.9,,,
GTM,holafly,26,78,deleted,,100.9,,,
GTM,holafly,27,81,deleted,,103.9,,,
GTM,holafly,28,84,deleted,,106.9,,,
GTM,holafly,29,87,deleted,,110.9,,,
GTM,holafly,30,90,deleted,,112.9,,,
GTM,orange,7,1,new,,,5.99,,
GTM,orange,7,3,new,,,16.99,,
GTM,orange,7,5,new,,,23.99,,
GTM,orange,7,10,new,,,38.99,,
GTM,orange,14,10,new,,,41.99,,
GTM,orange,14,20,new,,,47.99,,
GTM,orange,45,100,new,,,119.99,,
GTM,vodafone,7,3,changed,price,13.0,14.0,N,N
GTM,vodafone,7,6,new,,,15.5,,N
GTM,vodafone,10,10,new,,,22.5,,N
GTM,vodafone,30,15,changed,price,39.0,33.0,N,N
GTM,vodafone,30,30,new,,,36.5,,N
HKG,orange,7,1,new,,,4.99,,
HKG,orange,7,3,new,,,8.99,,
HKG,orange,7,5,new,,,11.99,,
HKG,orange,7,10,new,,,16.99,,
HKG,orange,14,10,new,,,17.99,,
HKG,orange,14,20,new,,,29.99,,
HKG,orange,30,5,deleted,,9.99,,,
HKG,orange,30,10,deleted,,11.99,,,
HKG,orange,30,50,changed,price,47.99,39.99,,
HKG,orange,30,100,new,,,75.99,,
HKG,orange,45,100,new,,,76.99,,
HKG,vodafone,7,2,changed,price,11.5,11.0,N,N
HKG,vodafone,15,3,changed,price,14.0,12.0,N,N
HKG,vodafone,30,5,changed,price,19.0,18.0,N,N
HRV,holafly,1,3,deleted,,3.9,,,
HRV,holafly,2,6,deleted,,7.8,,,
HRV,holafly,3,9,deleted,,11.7,,,
HRV,holafly,4,12,deleted,,15.6,,,
HRV,holafly,5,15,deleted,,19.5,,,
HRV,holafly,6,18,deleted,,23.4,,,
HRV,holafly,7,21,deleted,,27.3,,,
HRV,holafly,8,24,deleted,,31.2,,,
HRV,holafly,9,27,deleted,,34.9,,,
HRV,holafly,10,30,deleted,,36.9,,,
HRV,holafly,11,33,deleted,,39.9,,,
HRV,holafly,12,36,deleted,,43.9,,,
HRV,holafly,13,39,deleted,,45.9,,,
HRV,holafly,14,42,deleted,,47.9,,,
HRV,holafly,15,45,deleted,,50.9,,,
HRV,holafly,16,48,deleted,,52.9,,,
HRV,holafly,17,51,deleted,,54.9,,,
HRV,holafly,18,54,deleted,,56.9,,,
HRV,holafly,19,57,deleted,,59.9,,,
HRV,holafly,20,60,deleted,,61.9,,,
HRV,holafly,21,63,deleted,,63.9,,,
HRV,holafly,22,66,deleted,,64.9,,,
HRV,holafly,23,69,deleted,,65.9,,,
HRV,holafly,24,72,deleted,,66.9,,,
